match_id,event_id,division,round_number,table_number,player_id_1,team_id_1,player_id_2,team_id_2,winner_team_id,outcome,is_complete,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
79c6e63ba481707ea51a007b0649402a,NA02wgUPFDXKmQmqILwS,Masters,1,2,667b5d280d5753e1,CFvsPV8EqWBmMSChToSL,3bed24e15b5b79ed,SMYoAw3seMwsusphS6wK,SMYoAw3seMwsusphS6wK,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:2:Anthony Sarmiento,2026-08-03 08:25:59.896593+00,0.2.0
9e713091a59cf549f5426038f2955d0e,NA02wgUPFDXKmQmqILwS,Masters,1,3,a682955defba4d55,KJnVvEpPVXIkk1y1OOUe,c7a04e4fd8593b16,VZCu0INXdQTglU267iPR,KJnVvEpPVXIkk1y1OOUe,player1_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:3:Matt Francis,2026-08-03 08:25:59.896593+00,0.2.0
013a5d76269dba8d7c6fe74c58f52172,NA02wgUPFDXKmQmqILwS,Masters,1,4,7c6a6484e6f72aa7,jQW76xoDZWFFugViUEsr,b9d895cfb8765a93,JZ6n3zTsRJvFOsWONyDj,JZ6n3zTsRJvFOsWONyDj,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:4:Patrick Spitzer,2026-08-03 08:25:59.896593+00,0.2.0
295c1b998871032fbea1597ecc204f7d,NA02wgUPFDXKmQmqILwS,Masters,1,5,22a808ff88d7ea92,vdP7v2BJruk6aLitlMI2,c40540a58aaae309,qnuUD80BPMZPun8OF8qE,vdP7v2BJruk6aLitlMI2,player1_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:5:Piero Ochoa,2026-08-03 08:25:59.896593+00,0.2.0
6cb6690d96fb91fd9444ba2aa5a355f3,NA02wgUPFDXKmQmqILwS,Masters,1,6,9c5d5707cf66fb7e,MkYjCBUq50b8VKJGGxTT,10a76cc75e5c5322,XS4TQRPMUV9yB9daEPGk,MkYjCBUq50b8VKJGGxTT,player1_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:6:Tara Maclachlan,2026-08-03 08:25:59.896593+00,0.2.0
5382e852894513f8e42afcd3f57a9198,NA02wgUPFDXKmQmqILwS,Masters,1,7,f3cce0328d47c8f3,9k2Xn6YLwukVUtHNYZZe,51a31739ac4ac8e4,QkKddLuyiYXLFu9jaq98,9k2Xn6YLwukVUtHNYZZe,player1_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:7:Pavan Nimmagadda,2026-08-03 08:25:59.896593+00,0.2.0
be4d2dba6333dca222b4584e48aaf45a,NA02wgUPFDXKmQmqILwS,Masters,1,8,9bb7c589b211b5a3,gNsV7mI7mLescen8Ixd4,dfb2946ca67e7638,bB0EzaV58uazopeH8Hga,gNsV7mI7mLescen8Ixd4,player1_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:8:Dilan Marin,2026-08-03 08:25:59.896593+00,0.2.0
a8c6a50e4e8b45e330c424b638fdfbef,NA02wgUPFDXKmQmqILwS,Masters,1,9,367c015692db6753,vGQDyf8FZaoDsP9Ywny6,4c2721933edf1ec4,yvKtHkymVH89sQXnKbdh,yvKtHkymVH89sQXnKbdh,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:9:Peter Ramos,2026-08-03 08:25:59.896593+00,0.2.0
8c46d6ca8620132ae5217646d42742a6,NA02wgUPFDXKmQmqILwS,Masters,1,10,7a5bba374c056460,it9oO2h7yjzcmczaEzkJ,100ddfdc4d7dad77,lKLIh4KkWS7CIQ3thGWt,lKLIh4KkWS7CIQ3thGWt,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:10:Javier Gusart,2026-08-03 08:25:59.896593+00,0.2.0
fb843dc299b9602a8c699edba24c6433,NA02wgUPFDXKmQmqILwS,Masters,1,11,a8ff3e6e82923796,fsnotGMRCtTLrAfQG31f,0ca30933225b7cb5,lHdaGh9OfkqSGP70AKyR,lHdaGh9OfkqSGP70AKyR,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:11:Kevin Miller,2026-08-03 08:25:59.896593+00,0.2.0
7ccbda0cc97b557bdab22e5567b4f1b1,NA02wgUPFDXKmQmqILwS,Masters,1,12,33d679a901f1debc,pviYnIIgoCaYFaE8HlUh,5ab42407a1790cb8,SrUePLvVGs4CCqTxC5aI,SrUePLvVGs4CCqTxC5aI,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:12:Ronald Sharpsteen,2026-08-03 08:25:59.896593+00,0.2.0
1b333fc2c1e4bc03ff997d91a88d799d,NA02wgUPFDXKmQmqILwS,Masters,1,13,3ca377df1977ec32,E1OAY1To6WnjeQnodqdQ,d085d63ebcd560d7,pdR63KQfGf9Vx1nQZDwz,pdR63KQfGf9Vx1nQZDwz,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:13:Gina Garavalia,2026-08-03 08:25:59.896593+00,0.2.0
5db70a27c9f0a1a9dcc06abf8cdb7169,NA02wgUPFDXKmQmqILwS,Masters,1,14,5489b0754c961b29,ZBy8cKL15JB29Chf01Mp,ef04272c0f48e88e,jt4533rTAGGCirCPD6ar,jt4533rTAGGCirCPD6ar,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:14:Titus Brown III,2026-08-03 08:25:59.896593+00,0.2.0
0c8012e310bc095b22ae20cdb2d1e821,NA02wgUPFDXKmQmqILwS,Masters,1,15,308a66f968f718a0,Xd0JVTI4PrKAtlXm3QwJ,befcfc8fc8f320a8,F7qCgUs7bQ0YYut1uU6f,F7qCgUs7bQ0YYut1uU6f,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:15:Theodor Napp,2026-08-03 08:25:59.896593+00,0.2.0
b6b52112f13d6778363e33b8fb896f50,NA02wgUPFDXKmQmqILwS,Masters,1,16,e226adca3c6918c5,p5A6wF7yiolhfZwbSRIT,30d5cb831f51a5cc,dtdzq1R3qcNULWamew66,dtdzq1R3qcNULWamew66,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:16:Omar Heredia,2026-08-03 08:25:59.896593+00,0.2.0
3c78b0eb30c5767cda02f34229e9131e,NA02wgUPFDXKmQmqILwS,Masters,1,17,2d9848b8d15f75ce,afbj6lyNwKngYzH3mWe2,99e42ea850701327,hYrzihwTlTdBXvqpvbvu,hYrzihwTlTdBXvqpvbvu,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:17:Amanda Vehlewald,2026-08-03 08:25:59.896593+00,0.2.0
a68a9a2ec104de2a8433bc58b033aa03,NA02wgUPFDXKmQmqILwS,Masters,1,18,357f69e3cc274728,u0cRtwsUaNww349MICwp,d1231afaa25a39ff,ENQukCuXO1bbC3UnB24m,u0cRtwsUaNww349MICwp,player1_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:18:Caelan Brown,2026-08-03 08:25:59.896593+00,0.2.0
b8b759d0ada38fd69164c3056bb7108f,NA02wgUPFDXKmQmqILwS,Masters,1,19,b950edf3ce917c9c,4MgFUrOBlmTTCsn2VCdh,2f2f48106b7f4983,l9HjqPrz58UaeqvWSgbk,l9HjqPrz58UaeqvWSgbk,player2_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:19:Saelyn Turner,2026-08-03 08:25:59.896593+00,0.2.0
35aeaf56f1259d0548272533855cb13e,NA02wgUPFDXKmQmqILwS,Masters,1,20,081e3d0f31f5e5e6,tJxuB9caaobMX0uzsaYR,df8eff34acbe2c2b,hImqVbO6MKY6Qfjpqq9D,tJxuB9caaobMX0uzsaYR,player1_win,true,RK9.gg,https://rk9.gg/pairings/NA02wgUPFDXKmQmqILwS?pod=2&rnd=1,NA02wgUPFDXKmQmqILwS:2:1:20:Hunter O'Brien-Grayson,2026-08-03 08:25:59.896593+00,0.2.0
